storey_id,order_id,support_id,carpentry_section_cm,carpentry_orientation_cm,carpentry_evidence_status,section_authority_mode,section_source,candidate_family_ids,selected_family_id,orientation_relation,longitudinal_long,monconi,stirrup_diameter_mm,stirrup_spacing_cm,binding_status,binding_basis,numeric_callout_state,conflicting_callout_family_ids,note
G5,V,3,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,4,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,5,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,6,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,7,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,10,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,11,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,12,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,13,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,14,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,15,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,18,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,19,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,20,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,21,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,22,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,22',40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,23,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,25,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,26,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,27,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,28,40x40,40x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-01,T7-V-01,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,29,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
G5,V,30,30x40,30x40,DOC,CURRENT_G5_SECTION_REGISTER_PLUS_INDEPENDENT_TAV06S_PRESENCE,data/canonical/STOREY_SUPPORT_SECTIONS_G5_v1.csv,T7-V-02,T7-V-02,DIRECT,4x14,4x16,6,15,BOUND_SECTION_AND_ID,CARPENTERIA_SECTION_FIRST+COMPATIBLE_TAV07_EXPLICIT_ID,MATCH,,
