member_id,member_class,source_member_id,storey_id,from_level,to_level,support_i,support_j,node_i,node_j,geometric_length_m,section_i_cm,section_j_cm,section_cm,section_evidence_i,section_evidence_j,section_evidence,topology_evidence,source_ledger,source_record_class,connectivity_evidence,validation_state,usage_rule,note
M0G-M-G3-B023,ORDINARY_BEAM,G3-B023,G3,G3,G3,13,21,M0G-F-G3-B023-FROM,M0G-F-G3-B023-TO,5.5000,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B024,ORDINARY_BEAM,G3-B024,G3,G3,G3,14,22,M0G-F-G3-B024-FROM,M0G-F-G3-B024-TO,5.5000,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B025,ORDINARY_BEAM,G3-B025,G3,G3,G3,15,23,M0G-F-G3-B025-FROM,M0G-F-G3-B025-TO,5.8211,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G3-B026,ORDINARY_BEAM,G3-B026,G3,G3,G3,16,24,M0G-F-G3-B026-FROM,M0G-F-G3-B026-TO,6.0500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G3-B027,ORDINARY_BEAM,G3-B027,G3,G3,G3,19,20,M0G-F-G3-B027-FROM,M0G-F-G3-B027-TO,0.5000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Short support-to-support span on a continuous TAV-04S beam run; section carried only along the same directly traced member with no change symbol.
M0G-M-G3-B028,ORDINARY_BEAM,G3-B028,G3,G3,G3,18,19,M0G-F-G3-B028-FROM,M0G-F-G3-B028-TO,3.5161,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G3-B029,ORDINARY_BEAM,G3-B029,G3,G3,G3,17,18,M0G-F-G3-B029-FROM,M0G-F-G3-B029-TO,3.9594,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G3-B030,ORDINARY_BEAM,G3-B030,G3,G3,G3,19,25,M0G-F-G3-B030-FROM,M0G-F-G3-B030-TO,3.7818,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B031,ORDINARY_BEAM,G3-B031,G3,G3,G3,21,22,M0G-F-G3-B031-FROM,M0G-F-G3-B031-TO,2.4000,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B032,ORDINARY_BEAM,G3-B032,G3,G3,G3,22,22',M0G-F-G3-B032-FROM,M0G-F-G3-B032-TO,0.7300,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Short support-to-support span on a continuous TAV-04S beam run; section carried only along the same directly traced member with no change symbol.
M0G-M-G3-B033,ORDINARY_BEAM,G3-B033,G3,G3,G3,22',23,M0G-F-G3-B033-FROM,M0G-F-G3-B033-TO,3.3802,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G3-B034,ORDINARY_BEAM,G3-B034,G3,G3,G3,23,24,M0G-F-G3-B034-FROM,M0G-F-G3-B034-TO,3.9547,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G3-B035,ORDINARY_BEAM,G3-B035,G3,G3,G3,21,26,M0G-F-G3-B035-FROM,M0G-F-G3-B035-TO,1.8000,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B036,ORDINARY_BEAM,G3-B036,G3,G3,G3,22',27,M0G-F-G3-B036-FROM,M0G-F-G3-B036-TO,1.7000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B037,ORDINARY_BEAM,G3-B037,G3,G3,G3,25,26,M0G-F-G3-B037-FROM,M0G-F-G3-B037-TO,5.8000,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B038,ORDINARY_BEAM,G3-B038,G3,G3,G3,26,27,M0G-F-G3-B038-FROM,M0G-F-G3-B038-TO,3.6300,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B039,ORDINARY_BEAM,G3-B039,G3,G3,G3,25,28,M0G-F-G3-B039-FROM,M0G-F-G3-B039-TO,3.0500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B040,ORDINARY_BEAM,G3-B040,G3,G3,G3,26,29,M0G-F-G3-B040-FROM,M0G-F-G3-B040-TO,3.1500,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B041,ORDINARY_BEAM,G3-B041,G3,G3,G3,27,30,M0G-F-G3-B041-FROM,M0G-F-G3-B041-TO,2.7232,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G3-B042,ORDINARY_BEAM,G3-B042,G3,G3,G3,28,29,M0G-F-G3-B042-FROM,M0G-F-G3-B042-TO,5.8000,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B043,ORDINARY_BEAM,G3-B043,G3,G3,G3,29,30,M0G-F-G3-B043-FROM,M0G-F-G3-B043-TO,4.1334,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G3-B044,ORDINARY_BEAM,G3-B044,G3,G3,G3,28,31,M0G-F-G3-B044-FROM,M0G-F-G3-B044-TO,4.3000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B045,ORDINARY_BEAM,G3-B045,G3,G3,G3,29,32,M0G-F-G3-B045-FROM,M0G-F-G3-B045-TO,4.3500,,,140x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B046,ORDINARY_BEAM,G3-B046,G3,G3,G3,30,33,M0G-F-G3-B046-FROM,M0G-F-G3-B046-TO,3.9655,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Direct TAV-04S beam trace is slightly oblique in registered common XY; incidence face uses dominant documented run direction.
M0G-M-G3-B047,ORDINARY_BEAM,G3-B047,G3,G3,G3,31,32,M0G-F-G3-B047-FROM,M0G-F-G3-B047-TO,5.8500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G3-B048,ORDINARY_BEAM,G3-B048,G3,G3,G3,32,33,M0G-F-G3-B048-FROM,M0G-F-G3-B048-TO,4.5500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G3_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B001,ORDINARY_BEAM,G4-B001,G4,G4,G4,1,2,M0G-F-G4-B001-FROM,M0G-F-G4-B001-TO,4.3000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B002,ORDINARY_BEAM,G4-B002,G4,G4,G4,2,3,M0G-F-G4-B002-FROM,M0G-F-G4-B002-TO,4.7000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B003,ORDINARY_BEAM,G4-B003,G4,G4,G4,3,4,M0G-F-G4-B003-FROM,M0G-F-G4-B003-TO,3.7500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B004,ORDINARY_BEAM,G4-B004,G4,G4,G4,4,5,M0G-F-G4-B004-FROM,M0G-F-G4-B004-TO,1.5000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B005,ORDINARY_BEAM,G4-B005,G4,G4,G4,5,6,M0G-F-G4-B005-FROM,M0G-F-G4-B005-TO,3.7500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B006,ORDINARY_BEAM,G4-B006,G4,G4,G4,6,7,M0G-F-G4-B006-FROM,M0G-F-G4-B006-TO,4.9000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B007,ORDINARY_BEAM,G4-B007,G4,G4,G4,7,8,M0G-F-G4-B007-FROM,M0G-F-G4-B007-TO,4.3000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B008,ORDINARY_BEAM,G4-B008,G4,G4,G4,1,9,M0G-F-G4-B008-FROM,M0G-F-G4-B008-TO,5.2000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B009,ORDINARY_BEAM,G4-B009,G4,G4,G4,2,10,M0G-F-G4-B009-FROM,M0G-F-G4-B009-TO,5.1750,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B010,ORDINARY_BEAM,G4-B010,G4,G4,G4,3,11,M0G-F-G4-B010-FROM,M0G-F-G4-B010-TO,5.1750,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B011,ORDINARY_BEAM,G4-B011,G4,G4,G4,6,14,M0G-F-G4-B011-FROM,M0G-F-G4-B011-TO,4.2250,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B012,ORDINARY_BEAM,G4-B012,G4,G4,G4,7,15,M0G-F-G4-B012-FROM,M0G-F-G4-B012-TO,4.2250,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B013,ORDINARY_BEAM,G4-B013,G4,G4,G4,8,16,M0G-F-G4-B013-FROM,M0G-F-G4-B013-TO,4.2500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B014,ORDINARY_BEAM,G4-B014,G4,G4,G4,9,10,M0G-F-G4-B014-FROM,M0G-F-G4-B014-TO,4.3500,,,120x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,TAV-05S directly labels this in-slab beam class 120x20.
M0G-M-G4-B015,ORDINARY_BEAM,G4-B015,G4,G4,G4,10,11,M0G-F-G4-B015-FROM,M0G-F-G4-B015-TO,4.8000,,,120x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,TAV-05S directly labels this in-slab beam class 120x20.
M0G-M-G4-B016,ORDINARY_BEAM,G4-B016,G4,G4,G4,11,12,M0G-F-G4-B016-FROM,M0G-F-G4-B016-TO,2.8975,,,120x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,TAV-05S directly labels this in-slab beam class 120x20.
M0G-M-G4-B017,ORDINARY_BEAM,G4-B017,G4,G4,G4,13,14,M0G-F-G4-B017-FROM,M0G-F-G4-B017-TO,2.6000,,,120x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,TAV-05S directly labels this in-slab beam class 120x20.
M0G-M-G4-B018,ORDINARY_BEAM,G4-B018,G4,G4,G4,14,15,M0G-F-G4-B018-FROM,M0G-F-G4-B018-TO,5.0000,,,120x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,TAV-05S directly labels this in-slab beam class 120x20.
M0G-M-G4-B019,ORDINARY_BEAM,G4-B019,G4,G4,G4,15,16,M0G-F-G4-B019-FROM,M0G-F-G4-B019-TO,4.3500,,,120x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,TAV-05S directly labels this in-slab beam class 120x20.
M0G-M-G4-B020,ORDINARY_BEAM,G4-B020,G4,G4,G4,11,20,M0G-F-G4-B020-FROM,M0G-F-G4-B020-TO,4.3432,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B021,ORDINARY_BEAM,G4-B021,G4,G4,G4,10,18,M0G-F-G4-B021-FROM,M0G-F-G4-B021-TO,4.8010,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B022,ORDINARY_BEAM,G4-B022,G4,G4,G4,9,17,M0G-F-G4-B022-FROM,M0G-F-G4-B022-TO,5.1000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B023,ORDINARY_BEAM,G4-B023,G4,G4,G4,13,21,M0G-F-G4-B023-FROM,M0G-F-G4-B023-TO,5.5250,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B024,ORDINARY_BEAM,G4-B024,G4,G4,G4,14,22,M0G-F-G4-B024-FROM,M0G-F-G4-B024-TO,5.5250,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B025,ORDINARY_BEAM,G4-B025,G4,G4,G4,15,23,M0G-F-G4-B025-FROM,M0G-F-G4-B025-TO,5.8461,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B026,ORDINARY_BEAM,G4-B026,G4,G4,G4,16,24,M0G-F-G4-B026-FROM,M0G-F-G4-B026-TO,6.0500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B027,ORDINARY_BEAM,G4-B027,G4,G4,G4,19,20,M0G-F-G4-B027-FROM,M0G-F-G4-B027-TO,0.4500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Short span on an uninterrupted TAV-05S beam run; same-member callout only.
M0G-M-G4-B028,ORDINARY_BEAM,G4-B028,G4,G4,G4,18,19,M0G-F-G4-B028-FROM,M0G-F-G4-B028-TO,3.5161,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B029,ORDINARY_BEAM,G4-B029,G4,G4,G4,17,18,M0G-F-G4-B029-FROM,M0G-F-G4-B029-TO,3.9594,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B030,ORDINARY_BEAM,G4-B030,G4,G4,G4,19,25,M0G-F-G4-B030-FROM,M0G-F-G4-B030-TO,3.7818,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B031,ORDINARY_BEAM,G4-B031,G4,G4,G4,21,22,M0G-F-G4-B031-FROM,M0G-F-G4-B031-TO,2.4500,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B032,ORDINARY_BEAM,G4-B032,G4,G4,G4,22,22',M0G-F-G4-B032-FROM,M0G-F-G4-B032-TO,0.7550,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,Short span on an uninterrupted TAV-05S beam run; same-member callout only.
M0G-M-G4-B033,ORDINARY_BEAM,G4-B033,G4,G4,G4,22',23,M0G-F-G4-B033-FROM,M0G-F-G4-B033-TO,3.3802,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B034,ORDINARY_BEAM,G4-B034,G4,G4,G4,23,24,M0G-F-G4-B034-FROM,M0G-F-G4-B034-TO,3.9547,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B035,ORDINARY_BEAM,G4-B035,G4,G4,G4,21,26,M0G-F-G4-B035-FROM,M0G-F-G4-B035-TO,1.8000,,,120x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,TAV-05S directly labels this in-slab beam class 120x20.
M0G-M-G4-B036,ORDINARY_BEAM,G4-B036,G4,G4,G4,22',27,M0G-F-G4-B036-FROM,M0G-F-G4-B036-TO,1.7000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B037,ORDINARY_BEAM,G4-B037,G4,G4,G4,25,26,M0G-F-G4-B037-FROM,M0G-F-G4-B037-TO,5.8250,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B038,ORDINARY_BEAM,G4-B038,G4,G4,G4,26,27,M0G-F-G4-B038-FROM,M0G-F-G4-B038-TO,3.6550,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B039,ORDINARY_BEAM,G4-B039,G4,G4,G4,25,28,M0G-F-G4-B039-FROM,M0G-F-G4-B039-TO,3.0500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B040,ORDINARY_BEAM,G4-B040,G4,G4,G4,26,29,M0G-F-G4-B040-FROM,M0G-F-G4-B040-TO,3.1500,,,120x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,TAV-05S directly labels this in-slab beam class 120x20.
M0G-M-G4-B041,ORDINARY_BEAM,G4-B041,G4,G4,G4,27,30,M0G-F-G4-B041-FROM,M0G-F-G4-B041-TO,2.7232,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
