entity,property,value,sources,evStatus,resolution,conflict,decisionNeeded,rule,group
N011,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N012,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N013,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N014,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N015,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N016,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N017,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N018,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N019,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N020,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N021,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N022,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N023,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N024,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N025,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N026,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N027,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N028,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N029,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N030,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N031,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N032,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N033,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N034,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N035,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N036,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N037,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N038,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N039,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N040,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N041,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N042,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N043,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N044,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N045,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N046,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N047,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N048,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N049,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N050,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N051,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N052,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N053,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N054,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N055,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N056,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N057,z_G2,"3.20m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N001,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N002,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N003,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N004,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N005,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N006,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N007,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N008,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N009,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N010,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N011,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N012,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N013,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N014,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N015,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N016,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N017,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N018,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N019,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N020,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N021,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N022,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N023,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N024,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N025,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N026,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N027,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N028,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N029,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N030,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N031,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N032,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N033,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N034,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N035,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N036,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N037,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N038,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N039,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N040,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N041,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N042,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N043,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N044,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N045,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N046,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N047,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N048,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N049,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N050,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N051,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N052,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N053,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N054,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N055,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N056,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N057,z_G3,"6.40m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N001,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N002,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N003,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N004,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N005,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N006,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N007,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N008,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N009,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N010,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N011,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N012,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N013,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N014,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N015,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N016,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N017,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N018,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
